idx,n,density,noise,ergodic,psi,i,log2_kappa,H_pi,h_pi,phi_psi,phi_mean,phi_max,phi_piw,gates,phi_wms,stochastic_interaction,total_correlation,causal_density,integrated_synergy,tdmi
21,3,0.3,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,-2.220446049250313e-16,0.0,0.0,0.0,majority|parity|majority,2.220446049250313e-16,1.427206085768088,0.0,0.2378676809613479,4.440892098500626e-16,2.1408091286521316
22,3,0.3,0.05,1,0.9292475566673924,1.2115615719847388,3.859190871347869,2.0707524433326077,0.8591908713478688,0.3821901048546755,0.0,0.0,0.0,copy|copy|or,-0.3339383779807614,0.7308741310403369,0.9292475566673923,0.15780626002787243,-0.5730814362691492,1.2115615719847388
23,3,0.3,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,0.0,1.5878575029692836,1.5878575029692836,1.5878575029692836,parity|copy|parity,1.4272060857680877,2.1408091286521316,0.0,0.35680152144202176,2.220446049250313e-16,2.1408091286521316
24,3,0.3,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,-5.551115123125783e-17,0.0,0.0,0.0,parity|and|copy,0.0,9.992007221626409e-16,0.0,-4.108650548026103e-33,0.0,2.1408091286521316
25,3,0.3,0.05,1,1.5909018076147197,0.549907321037412,3.859190871347869,1.4090981923852806,0.8591908713478685,-0.39244018853253804,0.39696437574232085,1.5878575029692834,0.02802458129320016,and|majority|parity,0.21250566268016907,0.5411361935531583,0.019526247266517194,0.09278847272629616,-0.015530361419058447,0.5499073210386396
26,3,0.3,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,2.220446049250313e-16,0.0,0.0,0.0,majority|and|parity,0.16654559107132672,2.140809128652131,0.5470574518127167,0.4280796401528743,-0.42766871226511494,1.5937516768394144
27,3,0.3,0.05,1,1.8059643816209345,0.33484474703119704,3.859190871347869,1.1940356183790657,0.8591908713478686,-0.380345197651782,0.19167645847619266,1.5334116678095413,0.024732446255361324,and|copy|parity,0.08241864241192644,0.4358996988429782,0.13918211550120296,0.07735742630733818,-0.030805294136806827,0.3348447470323256
28,3,0.3,0.05,1,1.0578279692716768,1.0829811593804552,3.859190871347869,1.9421720307283237,0.8591908713478685,-0.4739058911961791,0.0,0.0,0.0,parity|and|majority,-3.3306690738754696e-16,0.3019669480767444,0.05972851056641182,0.05032782467945759,-0.04627188894978418,1.0829811593818233
29,3,0.3,0.05,1,0.552276370748861,1.5885327579032702,3.859190871347869,2.447723629251139,0.8591908713478688,-0.25671551381682123,0.0,0.0,0.0,and|majority|or,0.023600577736639372,1.502757962542785,0.05195129903810214,0.25808318893565624,-0.0341481446436423,1.5885327579034865
30,3,0.3,0.2,1,0.11354546070873672,0.7206702546291761,5.165784284662087,2.8864545392912633,2.165784284662087,0.017926918433230132,0.0,0.0,0.0,or|and|or,0.1408512698413235,0.5178557889403135,0.11354546070873672,0.0918696911255048,-0.06931883194315791,0.7206702546291763
31,3,0.3,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,6.661338147750939e-16,0.0,0.0,0.0,parity|majority|and,0.14853146043235665,0.5222219078205006,0.09561854227550626,0.09269063503754586,-0.050360759377766406,0.738597173062407
32,3,0.3,0.2,1,0.09561854227550626,0.7385971730624066,5.165784284662087,2.9043814577244937,2.165784284662087,0.0,0.0,0.0,0.0,parity|parity|majority,1.1102230246251565e-16,0.24415000270786313,0.09561854227550626,0.04069166711797719,-0.05036075937776635,0.738597173062407
33,3,0.3,0.2,1,0.14162955325782844,0.6925861620800853,5.165784284662087,2.858370446742172,2.1657842846620867,-0.05400267832147354,0.0,0.0,0.0,majority|and|and,0.06977252293554526,0.6367902460918025,0.01087391293098694,0.1067919650474753,-0.004692393108883697,0.692586162080096
34,3,0.3,0.2,1,0.2468892936406375,0.5873264216972753,5.165784284662087,2.7531107063593625,2.165784284662087,-0.06780068842644349,0.17358640770883532,0.6943456308353413,0.09058510069726444,or|copy|majority,0.27745747953294186,0.5514799572618148,0.017488324201788696,0.09286850348107822,-0.009886069372434525,0.5873264216973111
35,3,0.3,0.2,1,0.11354546070873672,0.7206702546291761,5.165784284662087,2.8864545392912633,2.165784284662087,0.017926918433230132,0.0,0.0,0.0,majority|and|majority,0.1408512698413235,0.5178557889403135,0.11354546070873672,0.09186969112550476,-0.06931883194315791,0.7206702546291763
36,3,0.3,0.2,1,0.3784040069330068,0.45581170840490604,5.165784284662087,2.621595993066993,2.165784284662087,-0.10305991573774043,0.0,0.0,0.0,and|and|and,0.0662990853425473,0.3730170274360507,0.023882574710774485,0.06300437116972475,0.013547440060305477,0.4558117084049714
37,3,0.3,0.2,1,0.11354546070873628,0.7206702546291766,5.165784284662087,2.8864545392912637,2.165784284662087,0.017926918433230465,0.0,0.0,0.0,copy|copy|parity,0.14085126984132407,0.5178557889403135,0.11354546070873628,0.09186969112550485,-0.06931883194315747,0.7206702546291763
38,3,0.3,0.2,1,0.03392190240477433,0.8002938129331385,5.165784284662087,2.9660780975952257,2.165784284662087,0.03392190240477433,0.0,0.0,0.0,and|parity|and,0.24415000270786294,0.8342157153379128,0.03392190240477433,0.14511096004944934,-0.014053302130324765,0.8002938129331385
39,3,0.3,0.2,1,0.11354546070873628,0.7206702546291766,5.165784284662087,2.8864545392912637,2.165784284662087,0.0179269184332298,0.0,0.0,0.0,or|parity|parity,0.14085126984132385,0.517855788940313,0.11354546070873628,0.09186969112550485,-0.06931883194315752,0.7206702546291763
40,3,0.3,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,8.881784197001252e-16,0.0,0.0,0.0,or|copy|or,0.1824533628371311,0.8342157153379128,0.09561854227550626,0.1446896029571146,-0.033921902404774995,0.7385971730624069
41,3,0.3,0.2,1,0.19021857161776579,0.643997143720147,5.165784284662087,2.809781428382234,2.165784284662087,0.060390367070755624,0.0,0.0,0.0,copy|or|copy,0.16674273569600423,0.47873517518103936,0.16346097905267953,0.08055275160115075,-0.06422637260855324,0.6439971437201473
42,3,0.3,0.2,1,0.18970004536806062,0.6445156699698522,5.165784284662087,2.8102999546319394,2.165784284662087,-0.03244521230700603,0.0,0.0,0.0,or|majority|and,0.05984677373091801,0.3158433362593671,0.05329298878901412,0.054112407646481946,-0.017144138173355916,0.6445156699698662
43,3,0.3,0.2,1,0.1963336468153667,0.6378820685225461,5.165784284662087,2.8036663531846333,2.165784284662087,-2.220446049250313e-16,0.07632928498831337,0.610634279906507,0.053430499491822485,and|majority|copy,0.28003391447575715,0.7212847082290645,0.08340263970650641,0.11928271801559932,4.440892098500626e-16,0.637882068522555
44,3,0.3,0.2,1,0.24037246365864462,0.59384325167927,5.165784284662087,2.7596275363413563,2.1657842846620863,0.12364421364965028,0.0,0.0,0.0,majority|parity|or,0.099396081324726,0.4883000054157258,0.24037246365864373,0.08686295322695149,-0.09464124033149823,0.59384325167927
45,3,0.5,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.4025062498798073,2.0,0.25,copy|majority|parity,-0.5435644431995963,2.5849394142282115e-26,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
46,3,0.5,0.0,0,2.188721875540867,0.8112781244591328,3.0,0.8112781244591328,0.0,-0.1332062193464867,0.0,0.0,0.0,or|and|parity,-0.8112781244591328,0.0,1.6225562489182654,0.0,-0.8112781244591328,0.8112781244591328
47,3,0.5,0.0,0,0.5,2.5,3.0,2.5,0.0,-0.7223924213364465,0.0,0.0,0.0,copy|parity|and,-0.31127812445913283,0.0,0.31127812445913294,0.0,-0.31127812445913283,2.5
48,3,0.5,0.0,0,1.7012050593046015,1.2987949406953985,3.0,1.2987949406953985,0.0,-0.6207230355827522,0.0,0.0,0.0,and|majority|majority,-0.9544340029249649,2.5849394142282115e-26,1.153637508354128,0.0,-0.9544340029249649,1.2987949406953985
49,3,0.5,0.0,0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,parity|or|or,-1.0,1.999999999917389,1.0,0.6666666666666666,-1.0,2.0
50,3,0.5,0.0,0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,parity|copy|parity,0.0,2.999999999876084,1.0,1.0,-1.0,2.0
51,3,0.5,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.25,1.0,0.125,or|copy|or,-0.5435644431995963,0.0,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
52,3,0.5,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,copy|or|copy,0.0,1.999999999917389,0.0,0.3333333333333333,0.0,3.0
53,3,0.5,0.0,1,3.0,-0.0,3.0,-0.0,0.0,-2.2854022188621927,0.0,0.0,0.0,parity|parity|parity,0.0,0.0,1.2391740079392203e-10,0.0,0.0,0.0
54,3,0.5,0.0,0,0.8443609377704338,2.1556390622295662,3.0,2.1556390622295662,0.0,-0.2729600414041191,0.6666666666666666,2.0,0.25,or|parity|copy,0.2064355568004037,1.749999999917389,0.1992035054291632,0.2581324901158997,-0.19920350542916276,2.1556390622295662
55,3,0.5,0.0,0,0.75,2.25,3.0,2.25,0.0,-0.47239242133644654,0.0,0.0,0.0,and|parity|parity,-0.2935644431995963,0.9999999999586946,0.2935644431995965,0.1926065103715944,-0.2935644431995963,2.25
56,3,0.5,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.5,2.0,0.25,or|parity|or,-0.5435644431995963,2.5849394142282115e-26,0.6359238270945913,0.0,-0.5435644431995963,1.4056390622295662
57,3,0.5,0.0,0,0.8443609377704338,2.1556390622295662,3.0,2.1556390622295662,0.0,-0.2924923856001419,0.0,0.0,0.0,and|parity|or,-0.4669171866886992,1.8112781243765224,0.46691718668869964,0.3852130207431888,-0.4669171866886994,2.1556390622295662
58,3,0.5,0.0,0,2.0,1.0,3.0,1.0,0.0,-1.9068905956085012,0.0,0.0,0.0,parity|parity|and,-1.0,0.0,1.0000000000413056,0.0,-1.0,1.0
59,3,0.5,0.0,0,2.188721875540867,0.8112781244591328,3.0,0.8112781244591328,0.0,-0.1332062193464867,0.0,0.0,0.0,majority|or|or,-0.8112781244591328,0.0,1.6225562489182654,0.0,-0.8112781244591328,0.8112781244591328
60,3,0.5,0.05,1,1.7424500534194607,0.39835907523267045,3.859190871347869,1.2575499465805393,0.8591908713478689,-0.4071353581263448,0.0,0.0,0.0,copy|majority|or,0.029426327378526906,0.3645606800623393,0.12228636088355271,0.0728915066391326,-0.0677740276257714,0.39835907523437486
61,3,0.5,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,0.0,0.0,0.0,0.0,parity|and|copy,-0.26112312119378833,0.2859343306189286,0.5470574518127167,0.047655721769821434,-0.4885396118317419,1.5937516768394144
62,3,0.5,0.05,1,1.5376318519215084,0.6031772767306232,3.859190871347869,1.4623681480784918,0.8591908713478686,-0.2785382620471515,0.23847386205072885,1.5878575029692834,0.01811803885524271,parity|or|copy,0.25800092495125093,0.6184743733454708,0.02352495789298481,0.10098124885740418,-0.017674694862253038,0.6031772767320394
63,3,0.5,0.05,1,0.8733500455727297,1.267459083079402,3.859190871347869,2.1266499544272706,0.8591908713478686,-0.07252034904810445,0.0,0.0,0.0,and|and|copy,-0.056828750786854565,0.3861085631839757,0.39154158006255013,0.07689477779113789,-0.30447149336393164,1.2674590830796768
64,3,0.5,0.05,1,1.1833940178841722,0.957415110767959,3.859190871347869,1.8166059821158278,0.8591908713478688,0.34856550312813983,0.0,0.0,0.0,copy|copy|majority,-0.35040223545252736,0.5718686612378574,1.1833940178841722,0.11560174339518503,-0.6148530601570588,0.9574151107679587
65,3,0.5,0.05,1,1.3122318540571165,0.8285772745950151,3.859190871347869,1.6877681459428837,0.8591908713478686,-0.38400879726257875,0.0,0.0,0.0,and|majority|or,0.08139742051267201,0.3347979305251716,0.027540156271806504,0.0560896288676852,-0.01773197310678354,0.8285772745956681
66,3,0.5,0.05,1,1.260103541581977,0.8807055870701549,3.859190871347869,1.7398964584180234,0.8591908713478685,-0.36969344837420504,0.0,0.0,0.0,majority|majority|and,0.027880082113812266,0.15849252283153525,0.02747959931736288,0.022372587280897777,-0.013342971503437329,0.8807055870711427
67,3,0.5,0.05,1,1.6860482522287124,0.45476087642341834,3.859190871347869,1.3139517477712874,0.8591908713478691,-0.43916800070937856,0.0,0.0,0.0,parity|or|copy,0.04647010684771441,0.5390608922545235,0.2503523478965679,0.10090745270698422,-0.09381869521403646,0.4547608764247016
68,3,0.5,0.05,1,1.8808913103891338,0.259917818262998,3.859190871347869,1.1191086896108666,0.8591908713478686,-0.46099268038848773,0.04179129951764899,0.3343303961411919,0.0013385558990156954,majority|majority|and,0.05156271153949185,0.24519201264443902,0.01194739796689559,0.04004583090800526,0.003626105916090555,0.2599178182645505
69,3,0.5,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,2.220446049250313e-16,0.0,0.0,0.0,or|and|copy,0.1665455910713265,2.140809128652131,0.5470574518127167,0.4280796401528742,-0.4276687122651154,1.5937516768394144
70,3,0.5,0.05,1,0.8340048591585061,1.3068042694936255,3.859190871347869,2.165995140841494,0.8591908713478686,-1.1102230246251565e-16,0.19167645847619263,1.533411667809541,0.10542205216192213,copy|parity|and,0.27860339961200986,1.7457841374176175,0.4389798679239907,0.34273362329388646,-0.31061760234570013,1.3068042694936686
71,3,0.5,0.05,1,2.097240541874233,0.043568586777898766,3.859190871347869,0.9027594581257674,0.8591908713478686,-0.3790717352325901,0.19848218787116043,1.5878575029692834,0.0027348384137744746,majority|and|majority,0.02037162244555469,0.04234110237996236,0.004863978865691232,0.00624050579950004,0.004060477961887625,0.043568586779670515
72,3,0.5,0.05,1,0.9505304314347919,1.19027869721734,3.859190871347869,2.0494695685652085,0.8591908713478685,-0.14945802669676211,0.0,0.0,0.0,and|parity|majority,-0.26989883719514274,0.37336056930965433,0.5981180826621091,0.06995061932276651,-0.49933075306449803,1.1902786972175627
73,3,0.5,0.05,1,1.7984540849119872,0.3423550437401449,3.859190871347869,1.2015459150880134,0.8591908713478685,-0.23296960663634203,0.08358259903529798,0.3343303961411919,0.015346154206266989,and|and|parity,0.19809744149429823,0.3419625967372826,0.002292116404979616,0.04472486080155308,0.011575612820546578,0.342355043740155
74,3,0.5,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,-5.551115123125783e-17,0.0,0.0,0.0,or|parity|and,-0.26112312119378833,0.2859343306189279,0.5470574518127167,0.04765572176982145,-0.488539611831742,1.5937516768394144
75,3,0.5,0.2,1,0.1299331914889157,0.7042825238489963,5.165784284662087,2.870066808511084,2.1657842846620876,-0.026705450092552763,0.10040958030254986,0.6943456308353413,0.06534204145490828,parity|majority|parity,0.3755947141643948,0.7111639553628875,0.008439663238014816,0.06992274884284824,0.15193527749867936,0.7042825238490121
76,3,0.5,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,-4.440892098500626e-16,0.0,0.0,0.0,parity|majority|majority,0.2780719051126381,0.5561438102252745,0.0,0.04634531751877299,3.3306690738754696e-16,0.8342157153379128
77,3,0.5,0.2,1,0.19831965962736486,0.635896055710548,5.165784284662087,2.801680340372635,2.165784284662087,-0.05967821432164966,0.0,0.0,0.0,majority|copy|and,0.05377851023302002,0.6174552154116784,0.007532894953387714,0.10109492735610594,0.015755448436526764,0.635896055710558
78,3,0.5,0.2,1,0.09561854227550626,0.7385971730624066,5.165784284662087,2.9043814577244937,2.165784284662087,6.661338147750939e-16,0.2552741289835813,0.5105482579671626,0.34717281541767064,parity|parity|parity,0.4266033655449953,0.8002938129331385,0.09561854227550626,0.051998967919568755,0.0993960813247266,0.7385971730624069
79,3,0.5,0.2,1,0.11681919390621864,0.7173965214316942,5.165784284662087,2.8831808060937814,2.165784284662087,-0.039262576734790056,0.0,0.0,0.0,copy|parity|majority,0.06763088211556345,0.32611492455537094,0.01611079504736823,0.055226355124539724,0.020729708127385615,0.7173965214317031
80,3,0.5,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,-4.440892098500626e-16,0.6943456308353413,0.6943456308353413,0.6943456308353413,or|or|parity,0.5561438102252751,0.8342157153379124,0.0,0.09269063503754595,0.0,0.8342157153379128
81,3,0.5,0.2,1,0.14263083672952037,0.6915848786083925,5.165784284662087,2.8573691632704796,2.165784284662087,-0.054167045865296304,0.08679320385441765,0.3471728154176706,0.05976470123744428,copy|or|parity,0.298319797529761,0.6332136552084293,0.012080672219610733,0.06764934975030225,0.19947795247819056,0.6915848786083987
82,3,0.5,0.2,1,0.22019452390994232,0.6140211914279705,5.165784284662087,2.7798054760900577,2.165784284662087,-0.03125187850014122,0.0,0.0,0.0,copy|majority|copy,0.059874094387344146,0.32789167987079093,0.11948612505109546,0.05649484398789423,-0.05509663496720625,0.6140211914279776
83,3,0.5,0.2,1,0.14109398145989216,0.6931217338780207,5.165784284662087,2.858906018540108,2.165784284662087,-0.011350515514104487,0.0,0.0,0.0,copy|or|copy,0.08586021162781993,0.4347461968897277,0.021776904899242666,0.06435904625998357,-0.011648601455060248,0.6931217338780341
84,3,0.5,0.2,1,0.16063915102284998,0.6735765643150629,5.165784284662087,2.83936084897715,2.165784284662087,0.0650206087473435,0.0,0.0,0.0,majority|or|parity,0.12854879554571902,0.43771940700092626,0.16063915102284998,0.07215590956754164,-0.07046454756736725,0.6735765643150626
85,3,0.5,0.2,1,0.3936808758685535,0.44053483946936023,5.165784284662087,2.606319124131447,2.1657842846620867,-0.07624077052718548,0.0,0.0,0.0,or|or|copy,0.07858014517358408,0.4331002011930032,0.07168468863670086,0.06980270258952569,-0.02703888923539316,0.44053483946941974
86,3,0.5,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,8.881784197001252e-16,0.0,0.0,0.0,majority|majority|or,0.1824533628371311,0.8342157153379128,0.09561854227550626,0.1446896029571146,-0.033921902404774995,0.7385971730624069
87,3,0.5,0.2,1,0.38577115306931686,0.4484445622685951,5.165784284662087,2.6142288469306827,2.1657842846620876,-0.10259997888050676,0.0,0.0,0.0,and|and|majority,0.06702673084108088,0.1703046969503661,0.014292333017803749,0.019923807822942268,0.011178405427841896,0.44844456226863094
88,3,0.5,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,0.0,0.0,0.0,0.0,parity|parity|or,0.27807190511263835,0.8342157153379124,0.0,0.13903595255631887,4.440892098500626e-16,0.8342157153379127
89,3,0.5,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,4.440892098500626e-16,0.0,0.0,0.0,or|parity|parity,-1.6653345369377348e-16,0.24415000270786313,0.09561854227550626,0.040691667117977205,-0.050360759377766635,0.738597173062407
90,3,0.8,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,-1.4504550388080977,0.0,0.0,0.0,parity|or|and,-0.5435644431995963,0.0,0.5435644432409023,0.0,-0.5435644431995963,0.5435644431995963
91,3,0.8,0.0,0,1.7012050593046015,1.2987949406953985,3.0,1.2987949406953985,0.0,-0.6207230355827522,0.0,0.0,0.0,or|majority|or,-0.5435644431995963,0.0,0.5996120701629271,0.0,-0.5435644431995963,1.2987949406953985
92,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.4,2.0,0.25,parity|or|copy,-0.5435644431995963,0.0,0.6359238270945913,0.0,-0.5435644431995963,1.4056390622295662
93,3,0.8,0.0,0,0.8443609377704338,2.1556390622295662,3.0,2.1556390622295662,0.0,-0.23020785648730102,0.4025062498798073,2.0,0.3018796874098555,parity|and|copy,0.48428787261590234,2.6524101184852866,0.7532289436203641,0.6184098832413287,-0.75,2.1556390622295662
94,3,0.8,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,-1.4504550388080977,0.0,0.0,0.0,majority|or|parity,-0.5435644431995963,0.0,0.5435644432409023,0.0,-0.5435644431995963,0.5435644431995963
95,3,0.8,0.0,0,1.5,1.5,3.0,1.5,0.0,-0.8219280948873537,0.0,0.0,0.0,copy|majority|copy,-1.0,0.0,1.311278124459133,0.0,-1.0,1.5
96,3,0.8,0.0,0,1.938721875540867,1.061278124459133,3.0,1.061278124459133,0.0,-0.3832062193464867,0.10375937481971094,0.41503749927884376,0.05187968740985547,majority|or|parity,-0.5435644431995963,2.5849394142282115e-26,0.5694152051396562,0.0,-0.5435644431995963,1.061278124459133
97,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7406809574519364,0.4,2.0,0.25,or|or|parity,-0.5435644431995963,0.4056390622089138,0.6814898241696266,0.1352130207431888,-0.5435644431995963,1.4056390622295662
98,3,0.8,0.0,0,1.938721875540867,1.061278124459133,3.0,1.061278124459133,0.0,-0.3832062193464867,0.10375937481971094,0.41503749927884376,0.05187968740985547,or|majority|parity,-0.5435644431995963,2.5849394142282115e-26,0.5694152051396562,0.0,-0.5435644431995963,1.061278124459133
99,3,0.8,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.3537593748197109,1.0,0.125,and|majority|and,-0.5435644431995963,2.5849394142282115e-26,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
100,3,0.8,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,copy|copy|majority,-1.0,0.0,2.0,0.0,-1.0,1.0
101,3,0.8,0.0,0,0.5,2.5,3.0,2.5,0.0,-0.41829583405448834,0.0,0.0,0.0,majority|copy|parity,0.37744375108173434,1.5487949406127874,0.31127812445913294,0.17741784467991603,-0.31127812445913294,2.5
102,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.0,0.0,0.0,majority|and|or,-1.0,0.0,1.13792538097003,0.0,-1.0,1.4056390622295662
103,3,0.8,0.0,0,1.0,2.0,3.0,2.0,0.0,-1.3219280948873537,0.0,0.0,0.0,and|copy|parity,0.0,0.9999999999586947,4.1305625586574024e-11,0.16666666666666666,0.0,2.0
104,3,0.8,0.0,0,2.188721875540867,0.8112781244591328,3.0,0.8112781244591328,0.0,-0.1332062193464867,0.0,0.0,0.0,majority|copy|copy,-0.8112781244591328,0.0,1.6225562489182654,0.0,-0.8112781244591328,0.8112781244591328
